time,ppg
73.3,31952
73.305,31878
73.31,31867
73.315,31904
73.32,31859
73.325,31863
73.33,31948
73.335,31946
73.34,31942
73.345,31966
73.35,31834
73.355,31911
73.36,31883
73.365,31942
73.37,31869
73.375,31920
73.38,31934
73.385,31939
73.39,31960
73.395,31956
73.4,31907
73.405,31847
73.41,31916
73.415,31955
73.42,31943
73.425,31829
73.43,31866
73.435,31923
73.44,31919
73.445,31903
73.45,31904
73.455,31870
73.46,31917
73.465,31962
73.47,31901
73.475,31838
73.48,31873
73.485,31917
73.49,31918
73.495,31871
73.5,31868
73.505,31906
73.51,31911
73.515,31908
73.52,31904
73.525,31907
73.53,31887
73.535,31849
73.54,31880
73.545,31919
73.55,31973
73.555,31928
73.56,32051
73.565,31995
73.57,31999
73.575,32087
73.58,32142
73.585,32197
73.59,32227
73.595,32276
73.6,32312
73.605,32374
73.61,32462
73.615,32516
73.62,32654
73.625,32674
73.63,32821
73.635,32937
73.64,33063
73.645,33183
73.65,33282
73.655,33375
73.66,33398
73.665,33603
73.67,33570
73.675,33679
73.68,33676
73.685,33688
73.69,33992
73.695,33976
73.7,33882
73.705,33873
73.71,33899
73.715,33767
73.72,33637
73.725,33551
73.73,33453
73.735,33368
73.74,33327
73.745,33207
73.75,33084
73.755,32948
73.76,33016
73.765,32938
73.77,32847
73.775,32825
73.78,32771
73.785,32746
73.79,32853
73.795,32687
73.8,32775
73.805,32825
73.81,32860
73.815,32880
73.82,32912
73.825,32980
73.83,32980
73.835,33033
73.84,33147
73.845,33152
73.85,33257
73.855,33322
73.86,33379
73.865,33413
73.87,33372
73.875,33444
73.88,33467
73.885,33525
73.89,33489
73.895,33553
73.9,33508
73.905,33540
73.91,33479
73.915,33454
73.92,33381
73.925,33367
73.93,33394
73.935,33343
73.94,33151
73.945,33263
73.95,33180
73.955,33029
73.96,33018
73.965,32959
73.97,32771
73.975,32790
73.98,32738
73.985,32664
73.99,32562
73.995,32549
74.0,32520
74.005,32464
74.01,32362
74.015,32440
74.02,32277
74.025,32255
74.03,32263
74.035,32194
74.04,32164
74.045,32141
74.05,32133
74.055,32204
74.06,32090
74.065,32066
74.07,32031
74.075,32069
74.08,32072
74.085,32012
74.09,32019
74.095,32043
74.1,32002
74.105,31990
74.11,32041
74.115,32058
74.12,31997
74.125,31934
74.13,32021
74.135,31947
74.14,32068
74.145,32010
74.15,32022
74.155,32008
74.16,32033
74.165,32021
74.17,32010
74.175,32002
74.18,31938
74.185,32016
74.19,31982
74.195,32001
74.2,32025
74.205,31960
74.21,31961
74.215,32018
74.22,31962
74.225,31970
74.23,31971
74.235,32009
74.24,31976
74.245,31993
74.25,32034
74.255,32005
74.26,32002
74.265,31982
74.27,31970
74.275,31930
74.28,31976
74.285,32022
74.29,32049
74.295,31962
74.3,31983
74.305,32000
74.31,31993
74.315,31967
74.32,31897
74.325,31965
74.33,31958
74.335,31971
74.34,31978
74.345,31959
74.35,31995
74.355,31965
74.36,31942
74.365,32011
74.37,32001
74.375,32027
74.38,32059
74.385,31981
74.39,32043
74.395,32027
74.4,32105
74.405,32079
74.41,32068
74.415,32252
74.42,32215
74.425,32291
74.43,32389
74.435,32479
74.44,32532
74.445,32600
74.45,32776
74.455,32796
74.46,32878
74.465,32993
74.47,33070
74.475,33211
74.48,33271
74.485,33417
74.49,33433
74.495,33579
74.5,33666
74.505,33702
74.51,33733
74.515,33838
74.52,34087
74.525,34042
74.53,34040
74.535,34040
74.54,33914
74.545,33798
74.55,33765
74.555,33643
74.56,33584
74.565,33440
74.57,33456
74.575,33307
74.58,33244
74.585,33140
74.59,33095
74.595,32993
74.6,32933
74.605,32874
74.61,32853
74.615,32885
74.62,32882
74.625,32828
74.63,32802
74.635,32910
74.64,32873
74.645,32915
74.65,32972
74.655,33062
74.66,33090
74.665,33119
74.67,33128
74.675,33237
74.68,33330
74.685,33346
74.69,33413
74.695,33437
74.7,33465
74.705,33515
74.71,33538
74.715,33647
74.72,33585
74.725,33583
74.73,33586
74.735,33589
74.74,33575
74.745,33574
74.75,33545
74.755,33490
74.76,33368
74.765,33423
74.77,33352
74.775,33337
74.78,33142
74.785,33194
74.79,33020
74.795,33039
74.8,32960
74.805,32938
74.81,32769
74.815,32807
74.82,32660
74.825,32644
74.83,32582
74.835,32573
74.84,32488
74.845,32462
74.85,32389
74.855,32358
74.86,32312
74.865,32322
74.87,32255
74.875,32216
74.88,32253
74.885,32223
74.89,32247
74.895,32171
74.9,32188
74.905,32126
74.91,32173
74.915,32182
74.92,32173
74.925,32051
74.93,32066
74.935,32032
74.94,32137
74.945,32140
74.95,32080
74.955,32059
74.96,32065
74.965,32053
74.97,32062
74.975,32054
74.98,32108
74.985,32154
74.99,32074
74.995,32108
75.0,32134
75.005,32128
75.01,32069
75.015,32095
75.02,32123
75.025,32116
75.03,32125
75.035,32050
75.04,32074
75.045,32105
75.05,32065
75.055,32146
75.06,32161
75.065,32041
75.07,32048
75.075,32067
75.08,32081
75.085,32110
75.09,32137
75.095,32042
75.1,32065
75.105,32097
75.11,32048
75.115,32086
75.12,32016
75.125,32079
75.13,32062
75.135,32082
75.14,32026
75.145,32037
75.15,32046
75.155,32016
75.16,31997
75.165,32025
75.17,32086
75.175,32059
75.18,32077
75.185,32068
75.19,32135
75.195,32060
75.2,32076
75.205,32117
75.21,32098
75.215,32115
75.22,32136
75.225,32099
75.23,32110
75.235,32154
75.24,32239
75.245,32333
75.25,32244
75.255,32344
75.26,32310
75.265,32443
75.27,32531
75.275,32601
75.28,32637
75.285,32762
75.29,32932
75.295,32982
75.3,33027
75.305,33166
75.31,33238
75.315,33355
75.32,33460
75.325,33561
75.33,33632
75.335,33735
75.34,33721
75.345,33772
75.35,33872
75.355,34155
75.36,34152
75.365,34111
75.37,34067
75.375,33986
75.38,33959
75.385,33873
75.39,33754
75.395,33696
75.4,33637
75.405,33433
75.41,33443
75.415,33298
75.42,33223
75.425,33172
75.43,33125
75.435,33048
75.44,33018
75.445,32917
75.45,32896
75.455,32894
75.46,32918
75.465,32904
75.47,32919
75.475,33012
75.48,33013
75.485,33012
75.49,33149
75.495,33198
75.5,33246
75.505,33174
75.51,33266
75.515,33324
75.52,33422
75.525,33485
75.53,33528
75.535,33527
75.54,33626
75.545,33692
75.55,33645
75.555,33698
75.56,33672
75.565,33577
75.57,33641
75.575,33638
75.58,33651
75.585,33634
75.59,33549
75.595,33493
75.6,33451
75.605,33428
75.61,33367
75.615,33323
75.62,33294
75.625,33155
75.63,33199
75.635,33052
75.64,33047
75.645,32938
75.65,32895
75.655,32787
75.66,32786
75.665,32696
75.67,32594
75.675,32585
75.68,32517
75.685,32528
75.69,32446
75.695,32460
75.7,32423
75.705,32388
75.71,32320
75.715,32357
75.72,32292
75.725,32271
75.73,32298
75.735,32230
75.74,32278
75.745,32253
75.75,32237
75.755,32203
75.76,32179
75.765,32209
75.77,32147
75.775,32194
75.78,32147
75.785,32220
75.79,32178
75.795,32209
75.8,32134
75.805,32168
75.81,32144
75.815,32159
75.82,32122
75.825,32197
75.83,32132
75.835,32178
75.84,32180
75.845,32210
75.85,32182
75.855,32098
75.86,32130
75.865,32113
75.87,32111
75.875,32118
75.88,32182
75.885,32179
75.89,32166
75.895,32115
75.9,32135
75.905,32175
75.91,32163
75.915,32111
75.92,32157
75.925,32154
75.93,32207
75.935,32141
75.94,32055
75.945,32163
75.95,32190
75.955,32092
75.96,32182
75.965,32191
75.97,32157
75.975,32129
75.98,32151
75.985,32138
75.99,32159
75.995,32193
76.0,32156
76.005,32131
76.01,32175
76.015,32138
76.02,32093
76.025,32160
76.03,32219
76.035,32138
76.04,32162
76.045,32105
76.05,32156
76.055,32153
76.06,32179
76.065,32179
76.07,32182
76.075,32230
76.08,32194
76.085,32199
76.09,32300
76.095,32311
76.1,32291
76.105,32321
76.11,32372
76.115,32549
76.12,32557
76.125,32611
76.13,32705
76.135,32754
76.14,32914
76.145,32947
76.15,33047
76.155,33125
76.16,33277
76.165,33365
76.17,33462
76.175,33457
76.18,33640
76.185,33697
76.19,33826
76.195,33785
76.2,33877
76.205,33884
76.21,34258
76.215,34251
76.22,34231
76.225,34151
76.23,34102
76.235,33999
76.24,33970
76.245,33852
76.25,33825
76.255,33763
76.26,33535
76.265,33494
76.27,33363
76.275,33282
76.28,33256
76.285,33202
76.29,33119
76.295,33115
76.3,33053
76.305,33009
76.31,33079
76.315,33037
76.32,33027
76.325,33073
76.33,33102
76.335,33099
76.34,33183
76.345,33131
76.35,33193
76.355,33295
76.36,33295
76.365,33452
76.37,33447
76.375,33536
76.38,33552
76.385,33578
76.39,33628
76.395,33704
76.4,33692
76.405,33654
76.41,33793
76.415,33740
76.42,33745
76.425,33742
76.43,33701
76.435,33621
76.44,33668
76.445,33631
76.45,33621
76.455,33575
76.46,33503
76.465,33435
76.47,33465
76.475,33360
76.48,33280
76.485,33165
76.49,33129
76.495,33087
76.5,32982
76.505,32930
76.51,32860
76.515,32829
76.52,32794
76.525,32723
76.53,32669
76.535,32646
76.54,32619
76.545,32445
76.55,32476
76.555,32469
76.56,32461
76.565,32342
76.57,32384
76.575,32423
76.58,32357
76.585,32347
76.59,32361
76.595,32339
76.6,32279
76.605,32302
76.61,32260
76.615,32299
76.62,32300
76.625,32305
76.63,32280
76.635,32168
76.64,32255
76.645,32226
76.65,32280
76.655,32292
76.66,32261
76.665,32231
76.67,32264
76.675,32276
76.68,32287
76.685,32282
76.69,32235
76.695,32250
76.7,32243
76.705,32285
76.71,32187
76.715,32184
76.72,32278
76.725,32278
76.73,32262
76.735,32232
76.74,32272
76.745,32234
76.75,32212
76.755,32258
76.76,32194
76.765,32246
76.77,32225
76.775,32237
76.78,32297
76.785,32183
76.79,32244
76.795,32275
76.8,32263
76.805,32245
76.81,32198
76.815,32279
76.82,32215
76.825,32300
76.83,32229
76.835,32265
76.84,32261
76.845,32210
76.85,32225
76.855,32269
76.86,32213
76.865,32257
76.87,32218
76.875,32250
76.88,32233
76.885,32236
76.89,32274
76.895,32195
76.9,32192
76.905,32160
76.91,32336
76.915,32211
76.92,32268
76.925,32216
76.93,32211
76.935,32202
76.94,32307
76.945,32207
76.95,32203
76.955,32259
76.96,32273
76.965,32273
76.97,32234
76.975,32287
76.98,32332
76.985,32297
76.99,32374
76.995,32329
77.0,32402
77.005,32436
77.01,32468
77.015,32575
77.02,32553
77.025,32675
77.03,32715
77.035,32863
77.04,32876
77.045,33066
77.05,33125
77.055,33288
77.06,33348
77.065,33526
77.07,33564
77.075,33657
77.08,33737
77.085,33822
77.09,33851
77.095,33960
77.1,33928
77.105,34007
77.11,34317
77.115,34304
77.12,34252
77.125,34222
77.13,34166
77.135,34103
77.14,34065
77.145,33911
77.15,33855
77.155,33764
77.16,33667
77.165,33538
77.17,33530
77.175,33326
77.18,33285
77.185,33255
77.19,33168
77.195,33157
77.2,33145
77.205,33102
77.21,33085
77.215,33116
77.22,33098
77.225,33112
77.23,33099
77.235,33220
77.24,33299
77.245,33249
77.25,33312
77.255,33433
77.26,33395
77.265,33458
77.27,33564
77.275,33598
77.28,33668
77.285,33638
77.29,33755
77.295,33738
77.3,33831
77.305,33840
77.31,33807
77.315,33873
77.32,33825
77.325,33788
77.33,33794
77.335,33737
77.34,33748
77.345,33686
77.35,33720
77.355,33594
77.36,33623
77.365,33549
77.37,33404
77.375,33396
77.38,33328
77.385,33250
77.39,33200
77.395,33215
77.4,33072
77.405,32973
77.41,32923
77.415,32879
77.42,32924
77.425,32773
77.43,32793
77.435,32644
77.44,32637
77.445,32601
77.45,32564
77.455,32558
77.46,32534
77.465,32487
77.47,32422
77.475,32456
77.48,32430
77.485,32440
77.49,32370
77.495,32436
77.5,32391
77.505,32327
77.51,32393
77.515,32321
77.52,32326
77.525,32336
77.53,32352
77.535,32422
77.54,32327
77.545,32352
77.55,32347
77.555,32320
77.56,32272
77.565,32327
77.57,32251
77.575,32336
77.58,32270
77.585,32332
77.59,32357
77.595,32293
77.6,32340
77.605,32359
77.61,32278
77.615,32240
77.62,32293
77.625,32324
77.63,32277
77.635,32313
77.64,32321
77.645,32338
77.65,32353
77.655,32325
77.66,32280
77.665,32299
77.67,32251
77.675,32333
77.68,32383
77.685,32259
77.69,32326
77.695,32333
77.7,32415
77.705,32380
77.71,32292
77.715,32342
77.72,32334
77.725,32242
77.73,32311
77.735,32296
77.74,32365
77.745,32297
77.75,32323
77.755,32359
77.76,32344
77.765,32264
77.77,32310
77.775,32326
77.78,32336
77.785,32313
77.79,32364
77.795,32311
77.8,32333
77.805,32415
77.81,32370
77.815,32351
77.82,32479
77.825,32412
77.83,32471
77.835,32549
77.84,32620
77.845,32677
77.85,32752
77.855,32818
77.86,32893
77.865,32962
77.87,33045
77.875,33136
77.88,33343
77.885,33367
77.89,33453
77.895,33592
77.9,33672
77.905,33770
77.91,33845
77.915,33935
77.92,33985
77.925,33982
77.93,34072
77.935,34103
77.94,34404
77.945,34374
77.95,34355
77.955,34294
77.96,34192
77.965,34154
77.97,34045
77.975,33936
77.98,33901
77.985,33800
77.99,33726
77.995,33593
78.0,33533
78.005,33442
78.01,33387
78.015,33276
78.02,33288
78.025,33190
78.03,33115
78.035,33167
78.04,33109
78.045,33202
78.05,33136
78.055,33205
78.06,33172
78.065,33282
78.07,33361
78.075,33345
78.08,33450
78.085,33453
78.09,33472
78.095,33556
78.1,33589
78.105,33690
78.11,33736
78.115,33820
78.12,33770
78.125,33827
78.13,33837
78.135,33850
78.14,33881
78.145,33918
78.15,33921
78.155,33926
78.16,33861
78.165,33843
78.17,33803
78.175,33658
78.18,33739
78.185,33692
78.19,33618
78.195,33587
78.2,33560
78.205,33414
78.21,33408
78.215,33306
78.22,33258
78.225,33192
78.23,33126
78.235,33127
78.24,33009
78.245,32946
78.25,32861
78.255,32907
78.26,32817
78.265,32756
78.27,32683
78.275,32663
78.28,32699
78.285,32577
78.29,32544
78.295,32604
78.3,32495
78.305,32536
78.31,32563
78.315,32434
78.32,32428
78.325,32498
78.33,32490
78.335,32506
78.34,32435
78.345,32426
78.35,32372
78.355,32399
78.36,32403
78.365,32412
78.37,32367
78.375,32387
78.38,32429
78.385,32449
78.39,32411
78.395,32418
78.4,32442
78.405,32314
78.41,32453
78.415,32382
78.42,32322
78.425,32393
78.43,32406
78.435,32358
78.44,32422
78.445,32410
78.45,32461
78.455,32375
78.46,32376
78.465,32357
78.47,32336
78.475,32387
78.48,32451
78.485,32350
78.49,32342
78.495,32376
78.5,32345
78.505,32388
78.51,32360
78.515,32350
78.52,32349
78.525,32369
78.53,32419
78.535,32296
78.54,32434
78.545,32379
78.55,32417
78.555,32397
78.56,32386
78.565,32333
78.57,32333
78.575,32392
78.58,32383
78.585,32438
78.59,32247
78.595,32341
78.6,32270
78.605,32437
78.61,32342
78.615,32316
78.62,32397
78.625,32405
78.63,32338
78.635,32366
78.64,32395
78.645,32471
78.65,32404
78.655,32451
78.66,32513
78.665,32512
78.67,32530
78.675,32590
78.68,32683
78.685,32692
78.69,32793
78.695,32793
78.7,32898
78.705,32973
78.71,33127
78.715,33117
78.72,33200
78.725,33384
78.73,33517
78.735,33660
78.74,33627
78.745,33738
78.75,33921
78.755,33977
78.76,34004
78.765,34084
78.77,34152
78.775,34155
78.78,34394
78.785,34442
78.79,34417
78.795,34403
78.8,34345
78.805,34232
78.81,34164
78.815,34041
78.82,33929
78.825,33873
78.83,33717
78.835,33600
78.84,33538
78.845,33528
78.85,33437
78.855,33367
78.86,33374
78.865,33289
78.87,33233
78.875,33270
78.88,33216
78.885,33159
78.89,33207
78.895,33230
78.9,33288
78.905,33309
78.91,33372
78.915,33400
78.92,33439
78.925,33488
78.93,33547
78.935,33593
78.94,33607
78.945,33681
78.95,33778
78.955,33762
78.96,33891
78.965,33890
78.97,33899
78.975,33870
78.98,33935
78.985,33938
78.99,33969
78.995,33985
79.0,33965
79.005,33932
79.01,33909
79.015,33905
79.02,33825
79.025,33775
79.03,33680
79.035,33648
79.04,33606
79.045,33462
79.05,33529
79.055,33389
79.06,33353
79.065,33183
79.07,33204
79.075,33096
79.08,33072
79.085,32976
79.09,32923
79.095,32848
79.1,32906
79.105,32787
79.11,32731
79.115,32676
79.12,32691
79.125,32721
79.13,32631
79.135,32576
79.14,32580
79.145,32539
79.15,32537
79.155,32502
79.16,32567
79.165,32583
79.17,32479
79.175,32449
79.18,32484
79.185,32473
79.19,32499
79.195,32438
79.2,32447
79.205,32450
79.21,32441
79.215,32459
79.22,32459
79.225,32455
79.23,32372
79.235,32456
79.24,32441
79.245,32364
79.25,32434
79.255,32405
79.26,32425
79.265,32386
79.27,32456
79.275,32450
79.28,32462
79.285,32443
79.29,32442
79.295,32443
79.3,32467
79.305,32423
79.31,32452
79.315,32377
79.32,32448
79.325,32412
79.33,32476
79.335,32436
79.34,32385
79.345,32432
79.35,32400
79.355,32456
79.36,32416
79.365,32409
79.37,32413
79.375,32372
79.38,32415
79.385,32402
79.39,32413
79.395,32449
79.4,32366
79.405,32406
79.41,32463
79.415,32402
79.42,32395
79.425,32416
79.43,32452
79.435,32412
79.44,32452
79.445,32374
79.45,32462
79.455,32404
79.46,32442
79.465,32462
79.47,32407
79.475,32511
79.48,32459
79.485,32449
79.49,32542
79.495,32531
79.5,32610
79.505,32563
79.51,32552
79.515,32657
79.52,32629
79.525,32783
79.53,32822
79.535,32808
79.54,32969
79.545,33029
79.55,33091
79.555,33225
79.56,33300
79.565,33442
79.57,33511
79.575,33697
79.58,33834
79.585,33871
79.59,33907
79.595,34013
79.6,34078
79.605,34095
79.61,34150
79.615,34224
79.62,34469
79.625,34510
79.63,34432
79.635,34353
79.64,34313
79.645,34280
79.65,34160
79.655,34050
79.66,33969
79.665,33844
79.67,33792
79.675,33727
79.68,33644
79.685,33593
79.69,33481
79.695,33316
79.7,33360
79.705,33257
79.71,33263
79.715,33235
79.72,33274
79.725,33258
79.73,33256
79.735,33298
79.74,33268
79.745,33326
79.75,33426
79.755,33516
79.76,33479
79.765,33599
79.77,33597
79.775,33702
79.78,33667
79.785,33770
79.79,33850
79.795,33808
79.8,33890
79.805,33888
79.81,33937
79.815,33981
79.82,33970
79.825,33964
79.83,33992
79.835,33949
79.84,33946
79.845,33908
79.85,33912
79.855,33838
79.86,33789
79.865,33740
79.87,33679
79.875,33679
79.88,33639
79.885,33536
79.89,33433
79.895,33354
79.9,33330
79.905,33266
79.91,33218
79.915,33152
79.92,33114
79.925,33008
79.93,33052
79.935,32894
79.94,32870
79.945,32830
79.95,32767
79.955,32680
79.96,32760
79.965,32814
79.97,32702
79.975,32571
79.98,32614
79.985,32584
79.99,32618
79.995,32564
80.0,32539
80.005,32505
80.01,32539
80.015,32502
80.02,32517
80.025,32514
80.03,32496
80.035,32488
80.04,32473
80.045,32479
80.05,32429
80.055,32397
80.06,32465
80.065,32495
80.07,32453
80.075,32438
80.08,32467
80.085,32426
80.09,32425
80.095,32445
80.1,32463
80.105,32457
80.11,32503
80.115,32444
80.12,32402
80.125,32417
80.13,32429
80.135,32444
80.14,32407
80.145,32469
80.15,32467
80.155,32419
80.16,32489
80.165,32442
80.17,32412
80.175,32426
80.18,32419
80.185,32480
80.19,32421
80.195,32486
80.2,32456
80.205,32440
80.21,32459
80.215,32432
80.22,32424
80.225,32393
80.23,32472
80.235,32527
80.24,32401
80.245,32438
80.25,32502
80.255,32506
80.26,32494
80.265,32433
80.27,32484
80.275,32438
80.28,32398
80.285,32446
80.29,32451
80.295,32489
80.3,32415
80.305,32405
80.31,32451
80.315,32462
80.32,32504
80.325,32461
80.33,32435
80.335,32462
80.34,32575
80.345,32414
80.35,32497
80.355,32579
80.36,32547
80.365,32537
80.37,32583
80.375,32673
80.38,32657
80.385,32756
80.39,32811
80.395,32870
80.4,32954
80.405,33040
80.41,33113
80.415,33228
80.42,33302
80.425,33379
80.43,33515
80.435,33646
80.44,33764
80.445,33896
80.45,33909
80.455,33967
80.46,34037
80.465,34138
80.47,34100
80.475,34146
80.48,34538
80.485,34527
80.49,34432
80.495,34465
80.5,34387
80.505,34340
80.51,34271
80.515,34140
80.52,34052
80.525,33972
80.53,33821
80.535,33784
80.54,33620
80.545,33632
80.55,33537
80.555,33427
80.56,33395
80.565,33330
80.57,33330
80.575,33339
80.58,33274
80.585,33291
80.59,33334
80.595,33304
80.6,33368
80.605,33340
80.61,33398
80.615,33480
80.62,33543
80.625,33506
80.63,33600
80.635,33704
80.64,33723
80.645,33732
80.65,33822
80.655,33835
80.66,33941
80.665,33902
80.67,33922
80.675,33988
80.68,33999
80.685,34008
80.69,33979
80.695,34031
80.7,33986
80.705,33932
80.71,34054
80.715,33929
80.72,33851
80.725,33855
80.73,33739
80.735,33760
80.74,33709
80.745,33624
80.75,33569
80.755,33509
80.76,33478
80.765,33466
80.77,33191
80.775,33237
80.78,33149
80.785,33156
80.79,33043
80.795,33002
80.8,32919
80.805,32926
80.81,32870
80.815,32806
80.82,32829
80.825,32805
80.83,32720
80.835,32670
80.84,32627
80.845,32708
80.85,32579
80.855,32607
80.86,32550
80.865,32535
80.87,32523
80.875,32597
80.88,32519
80.885,32464
80.89,32482
80.895,32462
80.9,32493
80.905,32485
80.91,32555
80.915,32464
80.92,32453
80.925,32500
80.93,32558
80.935,32475
80.94,32460
80.945,32535
80.95,32422
80.955,32480
80.96,32465
80.965,32502
80.97,32495
80.975,32470
80.98,32462
80.985,32476
80.99,32461
80.995,32452
81.0,32472
81.005,32476
81.01,32530
81.015,32483
81.02,32434
81.025,32475
81.03,32441
81.035,32528
81.04,32476
81.045,32440
81.05,32427
81.055,32485
81.06,32429
81.065,32415
81.07,32454
81.075,32426
81.08,32455
81.085,32466
81.09,32519
81.095,32506
81.1,32499
81.105,32427
81.11,32471
81.115,32417
81.12,32432
81.125,32429
81.13,32406
81.135,32376
81.14,32479
81.145,32449
81.15,32417
81.155,32456
81.16,32437
81.165,32473
81.17,32433
81.175,32466
81.18,32363
81.185,32521
81.19,32480
81.195,32435
81.2,32420
81.205,32389
81.21,32463
81.215,32468
81.22,32497
81.225,32516
81.23,32554
81.235,32513
81.24,32549
81.245,32687
81.25,32703
81.255,32803
81.26,32745
81.265,32847
81.27,32896
81.275,33122
81.28,33052
81.285,33178
81.29,33336
81.295,33466
81.3,33459
81.305,33607
81.31,33662
81.315,33876
81.32,33957
81.325,34008
81.33,34044
81.335,34139
81.34,34174
81.345,34214
81.35,34496
81.355,34563
81.36,34452
81.365,34426
81.37,34376
81.375,34346
81.38,34229
81.385,34205
81.39,34094
81.395,33933
81.4,33894
81.405,33723
81.41,33626
81.415,33655
81.42,33539
81.425,33514
81.43,33392
81.435,33334
81.44,33291
81.445,33359
81.45,33311
81.455,33227
81.46,33261
81.465,33284
81.47,33292
81.475,33413
81.48,33407
81.485,33482
81.49,33513
81.495,33496
81.5,33589
81.505,33625
81.51,33750
81.515,33781
81.52,33793
81.525,33912
81.53,33991
81.535,33899
81.54,33896
81.545,33996
81.55,34020
81.555,33944
81.56,33966
81.565,33973
81.57,34015
81.575,33981
81.58,33894
81.585,33872
81.59,33824
81.595,33821
81.6,33846
81.605,33767
81.61,33686
81.615,33549
81.62,33568
81.625,33436
81.63,33368
81.635,33372
81.64,33259
81.645,33233
81.65,33164
81.655,33061
81.66,33034
81.665,32996
81.67,32921
81.675,32833
81.68,32880
81.685,32773
81.69,32728
81.695,32703
81.7,32728
81.705,32675
81.71,32708
81.715,32566
81.72,32585
81.725,32589
81.73,32560
81.735,32503
81.74,32508
81.745,32515
81.75,32509
81.755,32513
81.76,32502
81.765,32468
81.77,32440
81.775,32547
81.78,32550
81.785,32493
81.79,32528
81.795,32521
81.8,32517
81.805,32459
81.81,32485
81.815,32461
81.82,32419
81.825,32428
81.83,32483
81.835,32473
81.84,32489
81.845,32473
81.85,32475
81.855,32479
81.86,32428
81.865,32438
81.87,32548
81.875,32477
81.88,32508
81.885,32443
81.89,32463
81.895,32510
81.9,32470
81.905,32478
81.91,32490
81.915,32454
81.92,32409
81.925,32405
81.93,32405
81.935,32399
81.94,32373
81.945,32406
81.95,32423
81.955,32509
81.96,32416
81.965,32450
81.97,32438
81.975,32439
81.98,32399
81.985,32461
81.99,32422
81.995,32483
82.0,32451
82.005,32391
82.01,32471
82.015,32394
82.02,32376
82.025,32516
82.03,32464
82.035,32481
82.04,32431
82.045,32433
82.05,32418
82.055,32438
82.06,32443
82.065,32417
82.07,32536
82.075,32467
82.08,32556
82.085,32505
82.09,32580
82.095,32576
82.1,32635
82.105,32695
82.11,32736
82.115,32815
82.12,32880
82.125,32936
82.13,33023
82.135,33119
82.14,33247
82.145,33311
82.15,33382
82.155,33510
82.16,33638
82.165,33735
82.17,33869
82.175,33989
82.18,34028
82.185,34097
82.19,34158
82.195,34164
82.2,34200
82.205,34556
82.21,34534
82.215,34419
82.22,34424
82.225,34361
82.23,34305
82.235,34270
82.24,34179
82.245,34002
82.25,33991
82.255,33822
82.26,33780
82.265,33670
82.27,33575
82.275,33473
82.28,33471
82.285,33407
82.29,33283
82.295,33356
82.3,33280
82.305,33296
82.31,33247
82.315,33283
82.32,33300
82.325,33225
82.33,33419
82.335,33426
82.34,33444
82.345,33565
82.35,33603
82.355,33649
82.36,33615
82.365,33782
82.37,33775
82.375,33866
82.38,33819
82.385,33887
82.39,33895
82.395,33933
82.4,33943
82.405,33956
82.41,34031
82.415,33992
82.42,33981
82.425,33905
82.43,33958
82.435,33882
82.44,33924
82.445,33834
82.45,33817
82.455,33736
82.46,33660
82.465,33585
82.47,33602
82.475,33508
82.48,33398
82.485,33381
82.49,33345
82.495,33247
82.5,33208
82.505,33104
82.51,32990
82.515,32955
82.52,32939
82.525,32908
82.53,32886
82.535,32881
82.54,32771
82.545,32737
82.55,32731
82.555,32679
82.56,32633
82.565,32624
82.57,32656
82.575,32577
82.58,32502
82.585,32605
82.59,32531
82.595,32570
82.6,32494
82.605,32432
82.61,32476
82.615,32438
82.62,32493
82.625,32488
82.63,32462
82.635,32536
82.64,32430
82.645,32419
82.65,32470
82.655,32489
82.66,32464
82.665,32430
82.67,32491
82.675,32379
82.68,32407
82.685,32440
82.69,32382
82.695,32447
82.7,32430
82.705,32438
82.71,32447
82.715,32462
82.72,32447
82.725,32443
82.73,32370
82.735,32427
82.74,32402
82.745,32410
82.75,32341
82.755,32392
82.76,32418
82.765,32477
82.77,32385
82.775,32364
82.78,32429
82.785,32490
82.79,32453
82.795,32412
82.8,32436
82.805,32394
82.81,32430
82.815,32410
82.82,32493
82.825,32388
82.83,32436
82.835,32432
82.84,32412
82.845,32422
82.85,32499
82.855,32365
82.86,32422
82.865,32448
82.87,32379
82.875,32370
82.88,32352
82.885,32484
82.89,32437
82.895,32397
82.9,32404
82.905,32418
82.91,32449
82.915,32414
82.92,32482
82.925,32498
82.93,32543
82.935,32533
82.94,32570
82.945,32593
82.95,32659
82.955,32685
82.96,32710
82.965,32759
82.97,32829
82.975,32930
82.98,32982
82.985,33068
82.99,33141
82.995,33273
83.0,33374
83.005,33493
83.01,33633
83.015,33698
83.02,33732
83.025,33910
83.03,33973
83.035,34048
83.04,34093
83.045,34112
83.05,34114
83.055,34513
83.06,34512
83.065,34392
83.07,34389
83.075,34281
83.08,34219
83.085,34234
83.09,34106
83.095,34071
83.1,33866
83.105,33830
83.11,33766
83.115,33674
83.12,33627
83.125,33496
83.13,33431
83.135,33374
83.14,33338
83.145,33289
83.15,33254
83.155,33236
83.16,33265
83.165,33232
83.17,33235
83.175,33326
83.18,33314
83.185,33351
83.19,33418
83.195,33437
83.2,33472
83.205,33591
83.21,33653
83.215,33629
83.22,33707
83.225,33781
83.23,33852
83.235,33876
83.24,33911
83.245,33899
83.25,33945
83.255,33991
83.26,33922
83.265,33997
83.27,33967
83.275,33924
83.28,33947
83.285,33914
83.29,33841
